Season,Region,County,CDC Week,Week Ending Date,Age Group,Count,Centroid,FIPS
2023-2024,CENTRAL,ONONDAGA,51,12/23/2023,65+,53,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,51,12/23/2023,UNKNOWN,0,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,0-4,79,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,5-17,77,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,18-49,146,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,50-64,86,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,65+,84,"(43.0065299, -76.1961167)",36067
2023-2024,CENTRAL,ONONDAGA,52,12/30/2023,UNKNOWN,0,"(43.0065299, -76.1961167)",36067
2023-2024,WESTERN,ONTARIO,40,10/07/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,40,10/07/2023,5-17,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,40,10/07/2023,18-49,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,40,10/07/2023,50-64,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,40,10/07/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,40,10/07/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,5-17,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,18-49,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,50-64,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,41,10/14/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,5-17,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,18-49,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,50-64,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,42,10/21/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,5-17,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,18-49,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,50-64,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,43,10/28/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,5-17,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,18-49,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,50-64,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,44,11/04/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,0-4,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,5-17,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,18-49,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,50-64,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,65+,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,45,11/11/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,0-4,2,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,5-17,2,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,18-49,3,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,50-64,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,65+,3,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,46,11/18/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,0-4,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,5-17,2,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,18-49,1,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,50-64,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,65+,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,47,11/25/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,0-4,2,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,5-17,5,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,18-49,10,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,50-64,4,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,65+,3,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,48,12/02/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,0-4,2,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,5-17,13,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,18-49,13,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,50-64,6,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,65+,5,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,49,12/09/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,0-4,6,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,5-17,21,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,18-49,28,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,50-64,11,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,65+,8,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,50,12/16/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,0-4,10,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,5-17,41,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,18-49,46,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,50-64,35,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,65+,22,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,51,12/23/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,0-4,7,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,5-17,22,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,18-49,39,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,50-64,28,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,65+,21,"(42.8566949, -77.3032768)",36069
2023-2024,WESTERN,ONTARIO,52,12/30/2023,UNKNOWN,0,"(42.8566949, -77.3032768)",36069
2023-2024,METRO,ORANGE,40,10/07/2023,0-4,4,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,5-17,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,18-49,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,50-64,3,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,65+,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,40,10/07/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,0-4,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,5-17,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,18-49,6,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,50-64,3,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,65+,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,41,10/14/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,0-4,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,5-17,6,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,18-49,6,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,50-64,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,65+,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,42,10/21/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,0-4,4,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,5-17,9,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,18-49,10,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,50-64,5,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,65+,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,43,10/28/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,0-4,4,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,5-17,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,18-49,10,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,50-64,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,65+,2,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,44,11/04/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,0-4,17,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,5-17,22,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,18-49,17,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,50-64,13,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,65+,1,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,45,11/11/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,0-4,14,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,5-17,32,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,18-49,31,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,50-64,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,65+,11,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,46,11/18/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,0-4,13,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,5-17,40,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,18-49,44,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,50-64,20,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,65+,8,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,47,11/25/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,0-4,17,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,5-17,65,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,18-49,76,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,50-64,28,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,65+,20,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,48,12/02/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,0-4,58,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,5-17,149,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,18-49,123,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,50-64,61,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,65+,26,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,49,12/09/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,0-4,107,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,5-17,243,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,18-49,231,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,50-64,72,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,65+,42,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,50,12/16/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,0-4,108,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,5-17,340,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,18-49,258,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,50-64,120,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,65+,70,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,51,12/23/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,0-4,101,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,5-17,237,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,18-49,364,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,50-64,143,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,65+,90,"(41.4024096, -74.3062522)",36071
2023-2024,METRO,ORANGE,52,12/30/2023,UNKNOWN,0,"(41.4024096, -74.3062522)",36071
2023-2024,WESTERN,ORLEANS,40,10/07/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,40,10/07/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,40,10/07/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,40,10/07/2023,50-64,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,40,10/07/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,40,10/07/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,41,10/14/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,42,10/21/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,43,10/28/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,44,11/04/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,18-49,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,65+,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,45,11/11/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,5-17,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,50-64,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,65+,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,46,11/18/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,5-17,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,18-49,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,50-64,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,65+,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,47,11/25/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,0-4,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,5-17,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,18-49,5,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,50-64,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,65+,2,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,48,12/02/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,0-4,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,5-17,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,18-49,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,50-64,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,65+,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,49,12/09/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,0-4,2,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,5-17,3,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,18-49,2,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,50-64,5,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,65+,1,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,50,12/16/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,0-4,4,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,5-17,12,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,18-49,12,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,50-64,6,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,65+,9,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,51,12/23/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,0-4,6,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,5-17,5,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,18-49,14,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,50-64,11,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,65+,6,"(43.209007, -78.254897)",36073
2023-2024,WESTERN,ORLEANS,52,12/30/2023,UNKNOWN,0,"(43.209007, -78.254897)",36073
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,0-4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,5-17,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,18-49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,40,10/07/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,0-4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,5-17,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,18-49,1,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,41,10/14/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,0-4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,5-17,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,18-49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,42,10/21/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,0-4,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,5-17,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,18-49,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,50-64,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,65+,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,43,10/28/2023,UNKNOWN,0,"(43.4614428, -76.209258)",36075
2023-2024,CENTRAL,OSWEGO,44,11/04/2023,0-4,0,"(43.4614428, -76.209258)",36075
